,dept,title,url,button,pdf_count,pdf_urls,ext_link_count,ext_links
24,dps,Current Bid Opportunities,https://www.cityofchicago.org/content/city/en/depts/dps/provdrs/contract/svcs/current_bid_opportunities.html,False,138,https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec469831.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2018Addendum/Spec469831Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2012/TRANSIT.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec319013A.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec366636Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec136744A.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec136744AAddendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec136744AExhibit2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec136744AExhibit3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec136744AExhibit4.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec136744AExhibit5.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2018Addendum/Spec532555Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec552475Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec552475Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec552475Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec552475Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec412403Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec412403Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec412403Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec412403Clarification1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec412403Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec419127Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec419127Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec419127Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec419127Addendum4.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2018Addendum/Spec419127Clarification1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec487025Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec487025Clarification1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec487025Clarification2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec487025Clarification1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec413736Clarification1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec413736Clarification2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec413130Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec413130Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec413130Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec413130Addendum4.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec413130Addendum5.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec385123Clarification1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec406900Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec406900Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec406900Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec406900Clarification1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec406900Clarification2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec287910Clarification1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec287910Clarification2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec311695Clarification1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2018/Spec579939.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2018Addendum/Spec579939Exhibit9.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2018/Spec228018.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2018Addendum/Spec228018Exhibit8.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2018Addendum/Spec228018Exhibit9AGrant.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec425070.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec387995.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec387995Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec387995Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec387995Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec387995Addendum4.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec232981.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec232981Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec232981Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec106665.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec106665Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec106665Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec106665Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec180580.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec180580_180660Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec180580Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec180580Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec180580_180660Addendum4.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec180660.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec180580_180660Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec180660Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec180660Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec180580_180660Addendum4.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2016/Spec348988.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec348922Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec348988Clarification1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2016/Spec219501.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec219501Addenum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec219501Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2016/Spec186944.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec186944Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec186944Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec186944Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec374949.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec374949Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec178175.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec178175Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec178175Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec178175Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec178175Addendum4.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec178175Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2018/Spec470294.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2018/Spec562681.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec125437A.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec125437AAddendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec125437AAddendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec125437AAddendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec125437AAddendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2018Addendum/Spec125437AAddendum4.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec220844.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2018Addendum/Spec220844Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2018Addendum/Spec220844Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec303728.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec303728Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec303728Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec303728Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec303728Addendum4.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec303728Addendum5.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec303728Addendum6.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec303728Addendum7.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec303728Addendum8.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec303728Addendum9.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2018Addendum/Spec303728Addendum10.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec389009.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Specs/2017/Spec389009.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum1.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum2.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum3.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum4.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum4.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum5.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum5.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum6.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum7.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum8.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum9.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum10.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2018Addendum/Spec389009Addendum11.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/RulesRegulations/SmallOrders_TC_Blanket_08102016.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/RulesRegulations/SmallOrders_TC_Standard_08102016.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/StandardFormsAgreements/SmallOrderSpecialConditionsCountyMentorProtege.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/StandardFormsAgreements/TargetMktSpecialConditionsCountyandMentorProtege.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/RulesRegulations/SmallOrderOnlineEDSInstructions.pdf | https://www.cityofchicago.org/content/dam/city/depts/dps/WeeklyBidOpportunities/2018WeeklBidOpportunities/012218.pdf,2,https://webapps1.cityofchicago.org/EDSWeb/appmanager/OnlineEDS/desktop | http://author.cityofchicago.org/content/city/en/depts/dps/provdrs/contract/svcs/current_bid_opportunities.html
25,bacp,Business License Look-up,https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/bus/svcs/business_licenselook-up.html,True,1,https://www.cityofchicago.org/content/dam/city/depts/bacp/general/flyerdataportal20150325.pdf,1,https://data.cityofchicago.org/Community-Economic-Development/Business-Licenses-Current-Active/uupf-x98q
26,bldgs,Chicago Building Code,https://www.cityofchicago.org/content/city/en/depts/bldgs/provdrs/inspect/svcs/chicago_buildingcodeonline.html,True,0,,1,http://www.amlegal.com/library/il/chicago.shtml
27,other,Drivers License or State Id,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/soi/svcs/get_a_driver_s_licenseorastateid.html,False,0,,1,http://www.cyberdriveillinois.com/departments/drivers/drivers_license/home.html
28,cdph,Free STI/HIV Testing and STI Treatment,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/health_services/svcs/get_yourself_evaluatedforstihivaids.html,False,2,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/HIV_STI/EnglewoodReferral_112917.pdf,17,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/ | http://www.cdc.gov/std/gonorrhea/default.htm | http://www.cdc.gov/std/chlamydia/default.htm | http://www.cdc.gov/std/syphilis/default.htm | http://www.cdc.gov/hiv/ | http://www.cdc.gov/hiv/prevention/research/prep/ | http://www.hrsa.gov/ourstories/aids/ | http://www.cdc.gov/hiv/ | http://www.cdc.gov/std/ | http://www.idph.state.il.us/aids/default.htm | http://www.who.int/en/ | http://www.hrsa.gov/ | http://www.cdc.gov/ | http://www.gettestedchicago.com/default.asp
30,other,Birth Records or Death Certificates from the Cook County Clerk's Office,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/ccco/svcs/get_vital_records.html,True,0,,1,http://cookcountyvitalrecord.com/
31,other,Find Your Ward and Alderman,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/clerk/svcs/find_your_ward_andalderman.html,False,1,https://www.cityofchicago.org/content/dam/city/about/banners/WardsOverviewMap.pdf,6,http://www.chicagosistercities.com/ | http://www.mayorscaucus.org/ | http://www.worldbusinesschicago.com/ | http://www.glslcities.org/ | http://www.chicagoelections.com/en/your-voter-information.html | https://webapps1.cityofchicago.org/ezbuy/geoWardLookup.do
32,,I Want To...,https://www.cityofchicago.org/city/en/svcs/iwantto.find_get.html,False,0,,0,
33,fin,Administrative Hearing Fine Payments,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/payment_processingdivision/svcs/QuickPay.html,True,1,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/PaymentProcessing/EZ_Pay_Station_Locations.pdf,1,https://webapps1.cityofchicago.org/ezpay/ah
34,bacp,Business License Renewal,https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/bus/svcs/renew_your_businesslicenseonline.html,True,1,https://www.cityofchicago.org/content/dam/city/depts/bacp/onlinerenewal/SampleOnlineBusinessLicenseRenewalNotice.pdf,1,https://webapps1.cityofchicago.org/LicenseRenewalWeb/home.do
35,fin,Business Taxes,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/svcs/pay_and_file_yourtaxesonline.html,True,0,,3,http://www.amlegal.com/library/il/chicago.shtml | https://webapps1.cityofchicago.org/TaxWeb/ | https://www.ezdecillinois.com
36,other,CTA Transit Customer Fare Cards,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/cta/svcs/customer_fares_chartsandpurchasectafarecards.html,True,0,,1,http://faremedia.chicago-card.com/
37,bldgs,Calculate the Cost of a Permit,https://www.cityofchicago.org/content/city/en/depts/bldgs/provdrs/stand_plan/svcs/permit_fee_calculator.html,True,9,https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Permitfees/PermitFeeOrdinance2016.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Permitfees/PermitFeeFormula.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Permitfees/Table1332310A1232015.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Permitfees/Table1332310C1232015.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Permitfees/Table1332310B1232015.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Permitfees/Table1332310D1232015.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Permitfees/Table1332310E1232015.pdf | https://www.cityofchicago.org/dam/city/depts/bldgs/general/Permitfees/OpenSpaceImpactFeeWorksheet.pdf | https://www.cityofchicago.org/dam/city/depts/bldgs/general/Permitfees/PermitFeeWaiversGreenPermitProgram_1.pdf,1,https://ipiweb.cityofchicago.org/DynamicPortal/Forms/FeeCalculator.aspx
38,dgs,City of Chicago Photography,https://www.cityofchicago.org/content/city/en/depts/dgs/provdrs/asset_management/svcs/purchase_city_photography.html,True,0,,2,http://chicagoimagegallery.cityofchicago.org/ | https://www.google.com/maps/dir/30+North+LaSalle+St.%2C+Chicago%2C+IL%2C+60602
39,dps,"Surplus, Vehicles, Auctions",https://www.cityofchicago.org/content/city/en/depts/dps/provdrs/auction/svcs/city_of_chicago_onlineauctions.html,True,0,,1,"http://www.publicsurplus.com/sms/chicago,il/browse/home?tm=m"
40,other,Vehicle and Residential Permit Parking Stickers,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/clerk/svcs/vehicle_sticker_andresidentialpermitparkingsales.html,True,0,,1,https://webapps1.cityofchicago.org/ezbuy/
41,fin,View Automated Speed Enforcement Video,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/parking_and_redlightcitationadministration/svcs/view_automated_speedenforcementvideo.html,True,0,,1,https://www.violationinfo.com/Chicago/
42,,I Want To...,https://www.cityofchicago.org/city/en/svcs/iwantto.pay_for_buy.html,False,0,,0,
43,cchr,Discrimination Complaint,https://www.cityofchicago.org/content/city/en/depts/cchr/provdrs/discrim/svcs/file_a_discriminationcomplaint.html,False,16,https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/AdjFORMS/2016AdjForms/2016BackgroundForm.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/AdjFORMS/2016%20Adjudication%20Forms/2016ComplaintForm.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/AdjFORMS/2016%20Adjudication%20Forms/2016SelfFiledComplaintDraftingTips.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/AdjFORMS/2016%20Adjudication%20Forms/2016SampleComplaintForm.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/Attorney Appearance.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/Information for Complaintants.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/Reply of Complaintant.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/Supporting Documentation.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/Motion for Extension of Time.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/NoticeofFilingandCertificateofService.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/AdjFORMS/2017AdjForms/NEWCCHRRegsUpdate7117.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/AdjFORMS/2016%20Adjudication%20Forms/2016AmendedComplaintForm.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/AdjFORMS/2015%20Adjudication%20Forms/2015AmendedComplaintForm.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/Withdrawal of Case.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/Withdrawal of Respondent.pdf | https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/Withdrawal of Claim.pdf,0,
44,other,Dog Registration,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/clerk/svcs/dog_registration.html,True,0,,2,http://www.chicityclerk.com/licenses/dogs.html | https://webapps1.cityofchicago.org/ezbuy/purchaseDogEmblem.do
45,oem,Extreme Weather Notification,https://www.cityofchicago.org/content/city/en/depts/oem/provdrs/emerg_mang/svcs/sign_up_for_extremeweathernotification.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=JNS&invSRDesc=Extreme%20Weather%20Notification&locreq=Y
46,other,Park District Programs,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/cpd/svcs/register_for_parkdistrictprogramsonline.html,True,0,,2,http://www.chicagoparkdistrict.com/index.cfm/fuseaction/programs.home.cfm | http://activenet.active.com/chicagoparkdistrict/
48,mopd,MOPD's 3rd Quarterly Information Session,https://www.cityofchicago.org/content/city/en/depts/mopd/provdrs/resource/svcs/ilp-independent_livingprogram.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/mopd/resource/general/A_Healthy_Focus_6_8_17_FINAL.pdf,3,https://tinyurl.com/yc63f46h | http://mailto:MOPDinfo@cityofchicago.org | http://mailto:MOPDinfo@cityofchicago.org
49,bacp,"MPEA Airport Departure Tax, Ground Transportation Tax & TNP Vehicle Online Registration",https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/vehic/svcs/mpea_online_permitapplicationform.html,True,0,,1,http://webapps1.cityofchicago.org/mpea/intro.html
50,cdph,Register a Cottage Food Operation,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/inspections_and_permitting/svcs/register_a_cottagefoodoperation.html,False,4,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/food_env/general/Food_Protection/IDPHCottageFoodPA0970393.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/food_env/general/Food_Protection/CDPHPROVIDERLISTWEBFeb2012.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/food_env/general/Food_Protection/CottageFoodLaw5312016.pdf,6,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/ | http://www.ilga.gov/legislation/ilcs/fulltext.asp?DocName=041006250K4 | http://mailto:cdphfood@cityofchicago.org
51,,I Want To...,https://www.cityofchicago.org/city/en/svcs/iwantto.register.html,False,0,,0,
